Produto,UF,Ano,area_colhida_ha,area_plantada_ha,producao_t,produtividade_kg_ha,valor_producao_mil_reais
Algodao herbaceo (em caroco),Paraná,2014,,,,,
Algodao herbaceo (em caroco),Paraná,2015,,,,,
Algodao herbaceo (em caroco),Paraná,2016,,,,,
Algodao herbaceo (em caroco),Paraná,2017,,,,,
Algodao herbaceo (em caroco),Paraná,2018,154,154,438,2844,657
Algodao herbaceo (em caroco),Paraná,2019,302,302,481,1593,952
Algodao herbaceo (em caroco),Paraná,2020,98,141,238,2429,439
Algodao herbaceo (em caroco),Paraná,2021,97,97,231,2381,438
Algodao herbaceo (em caroco),Paraná,2022,48,48,23,479,37
Algodao herbaceo (em caroco),Paraná,2023,147,147,393,2673,747
Algodao herbaceo (em caroco),Paraná,2024,249,249,839,3369,1498
Algodao herbaceo (em caroco),Pernambuco,2000,10930,12375,6669,610,3914
Algodao herbaceo (em caroco),Pernambuco,2001,4258,7279,995,233,535
Algodao herbaceo (em caroco),Pernambuco,2002,5348,6589,1877,350,1361
Algodao herbaceo (em caroco),Pernambuco,2003,2751,4284,1393,506,1397
Algodao herbaceo (em caroco),Pernambuco,2004,3724,4478,2305,618,2613
Algodao herbaceo (em caroco),Pernambuco,2005,3683,4115,2316,628,1709
Algodao herbaceo (em caroco),Pernambuco,2006,3229,3257,2289,708,2310
Algodao herbaceo (em caroco),Pernambuco,2007,2575,2613,1791,695,1782
Algodao herbaceo (em caroco),Pernambuco,2008,2843,2885,1990,699,1629
Algodao herbaceo (em caroco),Pernambuco,2009,2387,2387,1855,777,1624
Algodao herbaceo (em caroco),Pernambuco,2010,1178,1178,784,665,690
Algodao herbaceo (em caroco),Pernambuco,2011,1069,1081,820,767,924
Algodao herbaceo (em caroco),Pernambuco,2012,457,784,194,425,319
Algodao herbaceo (em caroco),Pernambuco,2013,,55,,,
Algodao herbaceo (em caroco),Pernambuco,2014,77,98,49,636,67
Algodao herbaceo (em caroco),Pernambuco,2015,33,90,56,1697,92
Algodao herbaceo (em caroco),Pernambuco,2016,38,38,15,395,26
Algodao herbaceo (em caroco),Pernambuco,2017,50,50,70,1400,102
Algodao herbaceo (em caroco),Pernambuco,2018,47,52,40,851,42
Algodao herbaceo (em caroco),Pernambuco,2019,190,197,108,568,412
Algodao herbaceo (em caroco),Pernambuco,2020,81,85,70,864,234
Algodao herbaceo (em caroco),Pernambuco,2021,85,131,51,600,242
Algodao herbaceo (em caroco),Pernambuco,2022,90,101,45,500,200
Algodao herbaceo (em caroco),Pernambuco,2023,52,84,24,462,184
Algodao herbaceo (em caroco),Pernambuco,2024,167,167,120,719,1741
Algodao herbaceo (em caroco),Piauí,2000,13175,13175,4753,360,2907
Algodao herbaceo (em caroco),Piauí,2001,8167,8193,2832,346,1575
Algodao herbaceo (em caroco),Piauí,2002,7762,8126,2483,319,1491
Algodao herbaceo (em caroco),Piauí,2003,6978,6978,2611,374,2025
Algodao herbaceo (em caroco),Piauí,2004,11047,13777,9012,815,9110
Algodao herbaceo (em caroco),Piauí,2005,13860,14632,9771,704,9485
Algodao herbaceo (em caroco),Piauí,2006,9217,15064,24999,2712,23841
Algodao herbaceo (em caroco),Piauí,2007,13212,13778,27521,2083,22975
Algodao herbaceo (em caroco),Piauí,2008,14600,14600,49584,3396,45409
Algodao herbaceo (em caroco),Piauí,2009,9902,9902,26153,2641,23827
Algodao herbaceo (em caroco),Piauí,2010,5681,5891,20850,3670,19218
Algodao herbaceo (em caroco),Piauí,2011,17076,17076,57020,3339,53165
Algodao herbaceo (em caroco),Piauí,2012,20781,21365,74820,3600,70987
Algodao herbaceo (em caroco),Piauí,2013,10436,11415,37273,3572,37273
Algodao herbaceo (em caroco),Piauí,2014,11521,12130,44945,3901,53936
Algodao herbaceo (em caroco),Piauí,2015,14129,14268,50875,3601,61053
Algodao herbaceo (em caroco),Piauí,2016,4892,5536,7147,1461,9044
Algodao herbaceo (em caroco),Piauí,2017,5423,5423,20033,3694,23761
Algodao herbaceo (em caroco),Piauí,2018,7369,7369,24943,3385,32746
Algodao herbaceo (em caroco),Piauí,2019,15488,15498,57486,3712,72640
Algodao herbaceo (em caroco),Piauí,2020,18322,18401,57179,3121,78732
Algodao herbaceo (em caroco),Piauí,2021,9512,9705,40154,4221,72863
Algodao herbaceo (em caroco),Piauí,2022,13475,13493,55773,4139,101865
Algodao herbaceo (em caroco),Piauí,2023,16369,16384,72999,4460,133442
Algodao herbaceo (em caroco),Piauí,2024,23917,23924,103311,4320,87579
Algodao herbaceo (em caroco),Rio de Janeiro,2000,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2001,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2002,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2003,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2004,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2005,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2006,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2007,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2008,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2009,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2010,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2011,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2012,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2013,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2014,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2015,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2016,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2017,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2018,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2019,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2020,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2021,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2022,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2023,,,,,
Algodao herbaceo (em caroco),Rio de Janeiro,2024,,,,,
Algodao herbaceo (em caroco),Rio Grande do Norte,2000,21699,27010,14318,659,10536
Algodao herbaceo (em caroco),Rio Grande do Norte,2001,10951,19310,4395,401,2948
Algodao herbaceo (em caroco),Rio Grande do Norte,2002,17845,19137,11741,657,9169
Algodao herbaceo (em caroco),Rio Grande do Norte,2003,17729,18109,11322,638,10835
Algodao herbaceo (em caroco),Rio Grande do Norte,2004,19752,20759,13047,660,14161
Algodao herbaceo (em caroco),Rio Grande do Norte,2005,14462,16157,9229,638,9251
Algodao herbaceo (em caroco),Rio Grande do Norte,2006,13021,13233,8729,670,8653
Algodao herbaceo (em caroco),Rio Grande do Norte,2007,4930,9182,3626,735,3533
Algodao herbaceo (em caroco),Rio Grande do Norte,2008,7360,9478,5146,699,5054
Algodao herbaceo (em caroco),Rio Grande do Norte,2009,5835,7730,4574,783,4476
Algodao herbaceo (em caroco),Rio Grande do Norte,2010,519,680,1669,3215,1665
Algodao herbaceo (em caroco),Rio Grande do Norte,2011,3669,3669,2117,577,2570
Algodao herbaceo (em caroco),Rio Grande do Norte,2012,327,449,478,1462,596
Algodao herbaceo (em caroco),Rio Grande do Norte,2013,236,526,329,1394,329
Algodao herbaceo (em caroco),Rio Grande do Norte,2014,211,257,496,2351,588
Algodao herbaceo (em caroco),Rio Grande do Norte,2015,282,282,275,975,220
Algodao herbaceo (em caroco),Rio Grande do Norte,2016,252,271,1002,3976,1202
Algodao herbaceo (em caroco),Rio Grande do Norte,2017,251,266,1126,4486,1352
Algodao herbaceo (em caroco),Rio Grande do Norte,2018,266,266,1009,3793,1311
Algodao herbaceo (em caroco),Rio Grande do Norte,2019,324,324,1238,3821,2460
Algodao herbaceo (em caroco),Rio Grande do Norte,2020,273,273,1040,3810,2047
Algodao herbaceo (em caroco),Rio Grande do Norte,2021,270,270,1023,3789,2023
Algodao herbaceo (em caroco),Rio Grande do Norte,2022,325,341,1061,3265,4194
Algodao herbaceo (em caroco),Rio Grande do Norte,2023,597,680,1240,2077,4143
Algodao herbaceo (em caroco),Rio Grande do Norte,2024,899,956,1637,1821,8472
Algodao herbaceo (em caroco),Rio Grande do Sul,2000,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2001,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2002,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2003,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2004,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2005,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2006,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2007,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2008,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2009,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2010,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2011,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2012,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2013,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2014,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2015,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2016,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2017,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2018,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2019,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2020,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2021,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2022,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2023,,,,,
Algodao herbaceo (em caroco),Rio Grande do Sul,2024,,,,,
Algodao herbaceo (em caroco),Rondônia,2000,1609,1609,1448,899,666
Algodao herbaceo (em caroco),Rondônia,2001,675,675,758,1122,379
Algodao herbaceo (em caroco),Rondônia,2002,,,,,
Algodao herbaceo (em caroco),Rondônia,2003,,,,,
Algodao herbaceo (em caroco),Rondônia,2004,,,,,
Algodao herbaceo (em caroco),Rondônia,2005,,,,,
Algodao herbaceo (em caroco),Rondônia,2006,,,,,
Algodao herbaceo (em caroco),Rondônia,2007,,,,,
Algodao herbaceo (em caroco),Rondônia,2008,,,,,
Algodao herbaceo (em caroco),Rondônia,2009,,,,,
Algodao herbaceo (em caroco),Rondônia,2010,,,,,
Algodao herbaceo (em caroco),Rondônia,2011,,,,,
Algodao herbaceo (em caroco),Rondônia,2012,,,,,
Algodao herbaceo (em caroco),Rondônia,2013,,,,,
Algodao herbaceo (em caroco),Rondônia,2014,,,,,
Algodao herbaceo (em caroco),Rondônia,2015,,,,,
Algodao herbaceo (em caroco),Rondônia,2016,273,350,1456,5333,747
Algodao herbaceo (em caroco),Rondônia,2017,,,,,
Algodao herbaceo (em caroco),Rondônia,2018,,,,,
Algodao herbaceo (em caroco),Rondônia,2019,,,,,
Algodao herbaceo (em caroco),Rondônia,2020,,,,,
Algodao herbaceo (em caroco),Rondônia,2021,,,,,
Algodao herbaceo (em caroco),Rondônia,2022,10050,10050,43890,4367,262243
Algodao herbaceo (em caroco),Rondônia,2023,10687,10687,48000,4491,288000
Algodao herbaceo (em caroco),Rondônia,2024,9862,9862,40671,4124,214743
Algodao herbaceo (em caroco),Roraima,2000,,,,,
Algodao herbaceo (em caroco),Roraima,2001,,,,,
Algodao herbaceo (em caroco),Roraima,2002,,,,,
Algodao herbaceo (em caroco),Roraima,2003,,,,,
Algodao herbaceo (em caroco),Roraima,2004,,,,,
Algodao herbaceo (em caroco),Roraima,2005,,,,,
Algodao herbaceo (em caroco),Roraima,2006,,,,,
Algodao herbaceo (em caroco),Roraima,2007,,,,,
Algodao herbaceo (em caroco),Roraima,2008,,,,,
Algodao herbaceo (em caroco),Roraima,2009,,,,,
Algodao herbaceo (em caroco),Roraima,2010,,,,,
Algodao herbaceo (em caroco),Roraima,2011,,,,,
Algodao herbaceo (em caroco),Roraima,2012,,,,,
Algodao herbaceo (em caroco),Roraima,2013,,,,,
Algodao herbaceo (em caroco),Roraima,2014,,,,,
Algodao herbaceo (em caroco),Roraima,2015,900,900,1215,1350,6966
Algodao herbaceo (em caroco),Roraima,2016,900,900,1215,1350,6966
Algodao herbaceo (em caroco),Roraima,2017,2500,2500,10500,4200,57635
Algodao herbaceo (em caroco),Roraima,2018,,,,,
Algodao herbaceo (em caroco),Roraima,2019,,,,,
Algodao herbaceo (em caroco),Roraima,2020,,,,,
Algodao herbaceo (em caroco),Roraima,2021,,,,,
Algodao herbaceo (em caroco),Roraima,2022,,,,,
Algodao herbaceo (em caroco),Roraima,2023,,,,,
Algodao herbaceo (em caroco),Roraima,2024,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2000,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2001,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2002,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2003,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2004,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2005,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2006,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2007,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2008,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2009,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2010,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2011,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2012,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2013,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2014,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2015,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2016,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2017,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2018,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2019,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2020,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2021,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2022,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2023,,,,,
Algodao herbaceo (em caroco),Santa Catarina,2024,,,,,
Algodao herbaceo (em caroco),São Paulo,2000,65770,65770,148230,2253,94867
Algodao herbaceo (em caroco),São Paulo,2001,67609,67609,166219,2458,102152
Algodao herbaceo (em caroco),São Paulo,2002,63030,63030,154200,2446,114708
Algodao herbaceo (em caroco),São Paulo,2003,64640,64640,167000,2583,198421
Algodao herbaceo (em caroco),São Paulo,2004,86500,86500,224700,2597,296352
Algodao herbaceo (em caroco),São Paulo,2005,108310,108310,231330,2135,199070
Algodao herbaceo (em caroco),São Paulo,2006,55400,55400,144370,2605,125949
Algodao herbaceo (em caroco),São Paulo,2007,41519,41519,118101,2844,132286
Algodao herbaceo (em caroco),São Paulo,2008,16724,16724,55573,3322,49215
Algodao herbaceo (em caroco),São Paulo,2009,13554,13725,37278,2750,68951
Algodao herbaceo (em caroco),São Paulo,2010,12503,12503,29658,2372,32077
Algodao herbaceo (em caroco),São Paulo,2011,15043,15043,39865,2650,74754
Algodao herbaceo (em caroco),São Paulo,2012,17555,17555,55853,3182,97079
Algodao herbaceo (em caroco),São Paulo,2013,14010,14010,48345,3451,66864
Algodao herbaceo (em caroco),São Paulo,2014,11797,11797,40738,3453,55617
Algodao herbaceo (em caroco),São Paulo,2015,4355,4355,14268,3276,22580
Algodao herbaceo (em caroco),São Paulo,2016,4893,4893,15246,3116,23941
Algodao herbaceo (em caroco),São Paulo,2017,4439,4439,13985,3150,42977
Algodao herbaceo (em caroco),São Paulo,2018,5797,5797,21302,3675,76262
Algodao herbaceo (em caroco),São Paulo,2019,13582,13839,47779,3518,217606
Algodao herbaceo (em caroco),São Paulo,2020,12633,12633,46273,3663,206391
Algodao herbaceo (em caroco),São Paulo,2021,5767,5767,19110,3314,76292
Algodao herbaceo (em caroco),São Paulo,2022,10637,10637,37288,3505,189908
Algodao herbaceo (em caroco),São Paulo,2023,11177,11177,39496,3534,135195
Algodao herbaceo (em caroco),São Paulo,2024,9001,9001,31846,3538,110474
Algodao herbaceo (em caroco),Sergipe,2000,,300,,,0
Algodao herbaceo (em caroco),Sergipe,2001,,,,,
Algodao herbaceo (em caroco),Sergipe,2002,,,,,
Algodao herbaceo (em caroco),Sergipe,2003,,,,,
Algodao herbaceo (em caroco),Sergipe,2004,,,,,
Algodao herbaceo (em caroco),Sergipe,2005,,,,,
Algodao herbaceo (em caroco),Sergipe,2006,,,,,
Algodao herbaceo (em caroco),Sergipe,2007,,,,,
Algodao herbaceo (em caroco),Sergipe,2008,,,,,
Algodao herbaceo (em caroco),Sergipe,2009,,,,,
Algodao herbaceo (em caroco),Sergipe,2010,,,,,
Algodao herbaceo (em caroco),Sergipe,2011,,,,,
Algodao herbaceo (em caroco),Sergipe,2012,35,35,26,743,49
Algodao herbaceo (em caroco),Sergipe,2013,45,45,101,2244,222
Algodao herbaceo (em caroco),Sergipe,2014,45,45,101,2244,162
Algodao herbaceo (em caroco),Sergipe,2015,,,,,
Algodao herbaceo (em caroco),Sergipe,2016,,,,,
Algodao herbaceo (em caroco),Sergipe,2017,,,,,
Algodao herbaceo (em caroco),Sergipe,2018,,,,,
Algodao herbaceo (em caroco),Sergipe,2019,55,55,186,3382,279
Algodao herbaceo (em caroco),Sergipe,2020,,,,,
Algodao herbaceo (em caroco),Sergipe,2021,,,,,
Algodao herbaceo (em caroco),Sergipe,2022,,,,,
Algodao herbaceo (em caroco),Sergipe,2023,,,,,
Algodao herbaceo (em caroco),Sergipe,2024,,,,,
Algodao herbaceo (em caroco),Tocantins,2000,,,,,
Algodao herbaceo (em caroco),Tocantins,2001,200,200,300,1500,210
Algodao herbaceo (em caroco),Tocantins,2002,270,270,418,1548,293
Algodao herbaceo (em caroco),Tocantins,2003,3450,3450,7830,2269,10219
Algodao herbaceo (em caroco),Tocantins,2004,3251,3251,7607,2339,5471
Algodao herbaceo (em caroco),Tocantins,2005,1237,1237,2720,2198,2538
Algodao herbaceo (em caroco),Tocantins,2006,310,310,920,2967,813
Algodao herbaceo (em caroco),Tocantins,2007,715,715,2130,2979,2025
Algodao herbaceo (em caroco),Tocantins,2008,2145,2145,6696,3121,6304
Algodao herbaceo (em caroco),Tocantins,2009,3750,3750,11558,3082,13870
Algodao herbaceo (em caroco),Tocantins,2010,4200,4200,14408,3430,18488
Algodao herbaceo (em caroco),Tocantins,2011,5550,5550,18653,3361,26846
Algodao herbaceo (em caroco),Tocantins,2012,7500,7500,22318,2976,31245
Algodao herbaceo (em caroco),Tocantins,2013,5950,5950,15242,2562,21339
Algodao herbaceo (em caroco),Tocantins,2014,4760,5220,18556,3898,47413
Algodao herbaceo (em caroco),Tocantins,2015,3403,3403,12903,3792,18489
Algodao herbaceo (em caroco),Tocantins,2016,3980,3980,7276,1828,6692
Algodao herbaceo (em caroco),Tocantins,2017,3620,3620,12520,3459,18844
Algodao herbaceo (em caroco),Tocantins,2018,2000,2000,8000,4000,12400
Algodao herbaceo (em caroco),Tocantins,2019,3859,3859,12709,3293,63991
Algodao herbaceo (em caroco),Tocantins,2020,5725,5725,19393,3387,119899
Algodao herbaceo (em caroco),Tocantins,2021,1521,1521,6069,3990,20321
Algodao herbaceo (em caroco),Tocantins,2022,5485,5485,20737,3781,40224
Algodao herbaceo (em caroco),Tocantins,2023,7115,7115,24967,3509,53581
Algodao herbaceo (em caroco),Tocantins,2024,8499,8499,29892,3517,45291
Soja (em grao),Acre,2000,,,,,
Soja (em grao),Acre,2001,,,,,
Soja (em grao),Acre,2002,,,,,
Soja (em grao),Acre,2003,,,,,
Soja (em grao),Acre,2004,,,,,
Soja (em grao),Acre,2005,55,55,114,2072,58
Soja (em grao),Acre,2006,20,20,24,1200,12
Soja (em grao),Acre,2007,100,100,300,3000,141
Soja (em grao),Acre,2008,50,50,150,3000,108
Soja (em grao),Acre,2009,50,50,165,3300,116
Soja (em grao),Acre,2010,100,100,330,3300,219
Soja (em grao),Acre,2011,85,85,282,3318,197
Soja (em grao),Acre,2012,,,,,
Soja (em grao),Acre,2013,57,60,154,2702,129
Soja (em grao),Acre,2014,400,400,1095,2738,926
Soja (em grao),Acre,2015,,,,,
Soja (em grao),Acre,2016,100,100,150,1500,195
Soja (em grao),Acre,2017,127,127,261,2055,277
Soja (em grao),Acre,2018,480,480,1410,2938,1739
Soja (em grao),Acre,2019,1590,1660,5051,3177,6360
Soja (em grao),Acre,2020,3280,3280,10380,3165,14485
Soja (em grao),Acre,2021,5985,6185,20156,3368,51934
Soja (em grao),Acre,2022,6570,6570,22667,3450,66396
Soja (em grao),Acre,2023,12010,12010,45732,3808,99681
Soja (em grao),Acre,2024,17550,17578,60554,3450,117790
Soja (em grao),Alagoas,2000,,,,,
Soja (em grao),Alagoas,2001,,,,,
Soja (em grao),Alagoas,2002,,,,,
Soja (em grao),Alagoas,2003,,,,,
Soja (em grao),Alagoas,2004,201,201,471,2343,311
Soja (em grao),Alagoas,2005,330,330,984,2981,653
Soja (em grao),Alagoas,2006,120,120,264,2200,132
Soja (em grao),Alagoas,2007,50,50,120,2400,84
Soja (em grao),Alagoas,2008,180,180,432,2400,302
Soja (em grao),Alagoas,2009,68,68,164,2411,139
Soja (em grao),Alagoas,2010,,,,,
Soja (em grao),Alagoas,2011,,,,,
Soja (em grao),Alagoas,2012,,,,,
Soja (em grao),Alagoas,2013,,,,,
Soja (em grao),Alagoas,2014,,,,,
Soja (em grao),Alagoas,2015,278,278,550,1978,738
Soja (em grao),Alagoas,2016,343,343,1043,3041,1601
Soja (em grao),Alagoas,2017,445,445,1240,2787,1312
Soja (em grao),Alagoas,2018,1066,1066,2475,2322,2733
Soja (em grao),Alagoas,2019,3141,3141,10363,3299,14179
Soja (em grao),Alagoas,2020,1224,1224,4640,3791,7315
Soja (em grao),Alagoas,2021,3312,3312,9391,2835,20546
Soja (em grao),Alagoas,2022,3416,3686,11242,3291,20962
Soja (em grao),Alagoas,2023,5796,5796,18289,3155,39840
Soja (em grao),Alagoas,2024,5054,5054,17656,3493,35327
Soja (em grao),Amapá,2000,,,,,
Soja (em grao),Amapá,2001,,,,,
Soja (em grao),Amapá,2002,,,,,
Soja (em grao),Amapá,2003,,,,,
Soja (em grao),Amapá,2004,,,,,
Soja (em grao),Amapá,2005,,,,,
Soja (em grao),Amapá,2006,,,,,
Soja (em grao),Amapá,2007,,,,,
Soja (em grao),Amapá,2008,,,,,
Soja (em grao),Amapá,2009,,,,,
Soja (em grao),Amapá,2010,,,,,
Soja (em grao),Amapá,2011,,,,,
Soja (em grao),Amapá,2012,,,,,
Soja (em grao),Amapá,2013,4528,4550,12906,2850,11314
Soja (em grao),Amapá,2014,15825,17220,40792,2578,36136
Soja (em grao),Amapá,2015,11125,11365,29370,2640,23952
Soja (em grao),Amapá,2016,14860,15442,42351,2850,37183
Soja (em grao),Amapá,2017,18900,19050,54400,2878,48491
Soja (em grao),Amapá,2018,18378,18800,57239,3115,52537
Soja (em grao),Amapá,2019,18493,19476,46862,2534,47984
Soja (em grao),Amapá,2020,20050,20300,47818,2385,44468
Soja (em grao),Amapá,2021,6700,6715,17956,2680,17941
Soja (em grao),Amapá,2022,6500,6504,18035,2775,19622
Soja (em grao),Amapá,2023,7350,7350,19536,2658,23264
Soja (em grao),Amapá,2024,7500,7500,20300,2707,24721
Soja (em grao),Amazonas,2000,1036,1060,1428,1378,359
Soja (em grao),Amazonas,2001,1138,1162,1530,1344,390
Soja (em grao),Amazonas,2002,1507,1717,3189,2116,812
Soja (em grao),Amazonas,2003,2256,2306,5211,2309,1325
Soja (em grao),Amazonas,2004,2306,2306,5461,2368,1365
Soja (em grao),Amazonas,2005,2206,2256,5136,2328,1329
Soja (em grao),Amazonas,2006,2208,2258,5138,2326,1329
Soja (em grao),Amazonas,2007,646,806,1931,2989,2882
Soja (em grao),Amazonas,2008,200,200,600,3000,960
Soja (em grao),Amazonas,2009,204,204,612,3000,979
Soja (em grao),Amazonas,2010,180,180,540,3000,324
Soja (em grao),Amazonas,2011,180,180,540,3000,324
Soja (em grao),Amazonas,2012,220,220,660,3000,504
Soja (em grao),Amazonas,2013,20,20,60,3000,46
Soja (em grao),Amazonas,2014,,,,,
Soja (em grao),Amazonas,2015,,,,,
Soja (em grao),Amazonas,2016,,,,,
Soja (em grao),Amazonas,2017,,,,,
Soja (em grao),Amazonas,2018,,,,,
Soja (em grao),Amazonas,2019,2500,2500,7500,3000,9000
Soja (em grao),Amazonas,2020,2700,2700,8000,2963,10000
Soja (em grao),Amazonas,2021,3000,3000,10000,3333,13000
Soja (em grao),Amazonas,2022,5900,5900,13740,2329,34350
Soja (em grao),Amazonas,2023,8237,8237,23455,2848,38294
Soja (em grao),Amazonas,2024,24472,24472,70057,2863,101583
Soja (em grao),Bahia,2000,628356,628356,1508115,2400,405903
Soja (em grao),Bahia,2001,690000,690000,1407600,2040,436003
Soja (em grao),Bahia,2002,800000,800000,1464000,1830,643611
Soja (em grao),Bahia,2003,850000,850000,1555500,1830,948432
Soja (em grao),Bahia,2004,821270,821270,2365290,2880,1414673
Soja (em grao),Bahia,2005,870000,870000,2401872,2760,1058296
Soja (em grao),Bahia,2006,872600,872600,1991400,2282,712002
Soja (em grao),Bahia,2007,851000,851000,2298000,2700,1210763
Soja (em grao),Bahia,2008,905018,905018,2747634,3035,1869285
Soja (em grao),Bahia,2009,950920,950920,2426298,2551,1626024
Soja (em grao),Bahia,2010,1017250,1017250,3112929,3060,1650571
Soja (em grao),Bahia,2011,1045240,1045240,3512568,3361,2382224
Soja (em grao),Bahia,2012,1112627,1112627,3212789,2888,2682367
Soja (em grao),Bahia,2013,1211267,1211267,2765533,2283,2301354
Soja (em grao),Bahia,2014,1276369,1276369,3206364,2512,3097332
Soja (em grao),Bahia,2015,1440113,1440135,4513633,3134,4452439
Soja (em grao),Bahia,2016,1536678,1536678,3257119,2120,3492057
Soja (em grao),Bahia,2017,1583864,1583864,5143899,3248,5326260
Soja (em grao),Bahia,2018,1603203,1603203,6310780,3936,7102383
Soja (em grao),Bahia,2019,1585842,1585842,5329694,3361,5925745
Soja (em grao),Bahia,2020,1622475,1622475,6078010,3746,10295251
Soja (em grao),Bahia,2021,1699965,1699965,6839555,4023,17515830
Soja (em grao),Bahia,2022,1774655,1774655,6958197,3921,20784173
Soja (em grao),Bahia,2023,1923627,1923627,7776560,4043,17039054
Soja (em grao),Bahia,2024,1969339,1969339,7668295,3894,14432772
Soja (em grao),Ceará,2000,,,,,
Soja (em grao),Ceará,2001,,,,,
Soja (em grao),Ceará,2002,117,117,294,2512,206
Soja (em grao),Ceará,2003,650,650,1560,2400,1170
Soja (em grao),Ceará,2004,350,350,1113,3180,735
Soja (em grao),Ceará,2005,210,210,630,3000,630
Soja (em grao),Ceará,2006,300,300,1026,3420,701
